State,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Year,Start_Month
Missouri,2021-08-04,2021-08-16,25,21.4,28.8,21.4 - 28.8,2021,Aug
Montana,2021-08-04,2021-08-16,23,18.2,28.4,18.2 - 28.4,2021,Aug
Nebraska,2021-08-04,2021-08-16,21.2,17.5,25.3,17.5 - 25.3,2021,Aug
Nevada,2021-08-04,2021-08-16,25.2,21.6,29,21.6 - 29.0,2021,Aug
New Hampshire,2021-08-04,2021-08-16,20.8,16.8,25.2,16.8 - 25.2,2021,Aug
New Jersey,2021-08-04,2021-08-16,17.8,14.3,21.9,14.3 - 21.9,2021,Aug
New Mexico,2021-08-04,2021-08-16,23.8,19.5,28.6,19.5 - 28.6,2021,Aug
New York,2021-08-04,2021-08-16,17.7,14.4,21.5,14.4 - 21.5,2021,Aug
North Carolina,2021-08-04,2021-08-16,18.4,14.3,23,14.3 - 23.0,2021,Aug
North Dakota,2021-08-04,2021-08-16,13.1,9.3,17.8,9.3 - 17.8,2021,Aug
Ohio,2021-08-04,2021-08-16,21,15.9,27,15.9 - 27.0,2021,Aug
Oklahoma,2021-08-04,2021-08-16,31.2,26.4,36.3,26.4 - 36.3,2021,Aug
Oregon,2021-08-04,2021-08-16,20.3,17.6,23.3,17.6 - 23.3,2021,Aug
Pennsylvania,2021-08-04,2021-08-16,23.9,20.8,27.3,20.8 - 27.3,2021,Aug
Rhode Island,2021-08-04,2021-08-16,21.5,15.7,28.2,15.7 - 28.2,2021,Aug
South Carolina,2021-08-04,2021-08-16,21.5,16.6,27.1,16.6 - 27.1,2021,Aug
South Dakota,2021-08-04,2021-08-16,14.4,10.7,18.7,10.7 - 18.7,2021,Aug
Tennessee,2021-08-04,2021-08-16,22.9,19.6,26.5,19.6 - 26.5,2021,Aug
Texas,2021-08-04,2021-08-16,22.6,20.1,25.2,20.1 - 25.2,2021,Aug
Utah,2021-08-04,2021-08-16,21.4,18.6,24.4,18.6 - 24.4,2021,Aug
Vermont,2021-08-04,2021-08-16,17.8,12.3,24.4,12.3 - 24.4,2021,Aug
Virginia,2021-08-04,2021-08-16,20.1,16.5,24.1,16.5 - 24.1,2021,Aug
Washington,2021-08-04,2021-08-16,21.4,18.5,24.5,18.5 - 24.5,2021,Aug
West Virginia,2021-08-04,2021-08-16,23.1,18.5,28.3,18.5 - 28.3,2021,Aug
Wisconsin,2021-08-04,2021-08-16,18.8,15.4,22.5,15.4 - 22.5,2021,Aug
Wyoming,2021-08-04,2021-08-16,18.8,13.3,25.3,13.3 - 25.3,2021,Aug
Alabama,2021-08-04,2021-08-16,26.3,22,31,22.0 - 31.0,2021,Aug
Alaska,2021-08-04,2021-08-16,23.8,20.4,27.5,20.4 - 27.5,2021,Aug
Arizona,2021-08-04,2021-08-16,27.5,23.6,31.6,23.6 - 31.6,2021,Aug
Arkansas,2021-08-04,2021-08-16,28.1,23.1,33.5,23.1 - 33.5,2021,Aug
California,2021-08-04,2021-08-16,27.8,24.5,31.2,24.5 - 31.2,2021,Aug
Colorado,2021-08-04,2021-08-16,26.5,22.6,30.8,22.6 - 30.8,2021,Aug
Connecticut,2021-08-04,2021-08-16,22.5,18.9,26.3,18.9 - 26.3,2021,Aug
Delaware,2021-08-04,2021-08-16,29.2,22.7,36.4,22.7 - 36.4,2021,Aug
District of Columbia,2021-08-04,2021-08-16,24.4,18.8,30.6,18.8 - 30.6,2021,Aug
Florida,2021-08-04,2021-08-16,27.8,24.9,30.9,24.9 - 30.9,2021,Aug
Georgia,2021-08-04,2021-08-16,29.4,24.5,34.6,24.5 - 34.6,2021,Aug
Hawaii,2021-08-04,2021-08-16,24.7,19.2,30.9,19.2 - 30.9,2021,Aug
Idaho,2021-08-04,2021-08-16,26.8,21.9,32.3,21.9 - 32.3,2021,Aug
Illinois,2021-08-04,2021-08-16,23.9,20.3,27.8,20.3 - 27.8,2021,Aug
Indiana,2021-08-04,2021-08-16,22.4,19.3,25.7,19.3 - 25.7,2021,Aug
Iowa,2021-08-04,2021-08-16,23.4,19,28.2,19.0 - 28.2,2021,Aug
Kansas,2021-08-04,2021-08-16,23.8,19.6,28.4,19.6 - 28.4,2021,Aug
Kentucky,2021-08-04,2021-08-16,27.9,23.2,33,23.2 - 33.0,2021,Aug
Louisiana,2021-08-04,2021-08-16,34.9,30.2,39.7,30.2 - 39.7,2021,Aug
Maine,2021-08-04,2021-08-16,22.9,18.1,28.2,18.1 - 28.2,2021,Aug
Maryland,2021-08-04,2021-08-16,25.1,21.4,29,21.4 - 29.0,2021,Aug
Massachusetts,2021-08-04,2021-08-16,24.4,21.4,27.6,21.4 - 27.6,2021,Aug
Michigan,2021-08-04,2021-08-16,26.6,23.4,30,23.4 - 30.0,2021,Aug
Minnesota,2021-08-04,2021-08-16,21.9,18.8,25.3,18.8 - 25.3,2021,Aug
Mississippi,2021-08-04,2021-08-16,29.6,24,35.7,24.0 - 35.7,2021,Aug
Missouri,2021-08-04,2021-08-16,27.9,24.3,31.8,24.3 - 31.8,2021,Aug
Montana,2021-08-04,2021-08-16,25.9,20.8,31.4,20.8 - 31.4,2021,Aug
Nebraska,2021-08-04,2021-08-16,24.2,20.3,28.3,20.3 - 28.3,2021,Aug
Nevada,2021-08-04,2021-08-16,29,25.1,33,25.1 - 33.0,2021,Aug
New Hampshire,2021-08-04,2021-08-16,23.2,19.2,27.5,19.2 - 27.5,2021,Aug
New Jersey,2021-08-04,2021-08-16,21.3,18.4,24.5,18.4 - 24.5,2021,Aug
New Mexico,2021-08-04,2021-08-16,29.4,25.6,33.5,25.6 - 33.5,2021,Aug
New York,2021-08-04,2021-08-16,26.8,23,31,23.0 - 31.0,2021,Aug
North Carolina,2021-08-04,2021-08-16,26.5,21.8,31.6,21.8 - 31.6,2021,Aug
North Dakota,2021-08-04,2021-08-16,20.1,14.4,26.8,14.4 - 26.8,2021,Aug
Ohio,2021-08-04,2021-08-16,23.4,19.2,28,19.2 - 28.0,2021,Aug
Oklahoma,2021-08-04,2021-08-16,35.1,30.6,39.9,30.6 - 39.9,2021,Aug
Oregon,2021-08-04,2021-08-16,25.8,23.3,28.4,23.3 - 28.4,2021,Aug
Pennsylvania,2021-08-04,2021-08-16,25.5,22.7,28.4,22.7 - 28.4,2021,Aug
Rhode Island,2021-08-04,2021-08-16,25.7,20.5,31.4,20.5 - 31.4,2021,Aug
South Carolina,2021-08-04,2021-08-16,24.6,20.1,29.5,20.1 - 29.5,2021,Aug
South Dakota,2021-08-04,2021-08-16,19.2,14.8,24.3,14.8 - 24.3,2021,Aug
Tennessee,2021-08-04,2021-08-16,28.9,25.3,32.8,25.3 - 32.8,2021,Aug
Texas,2021-08-04,2021-08-16,28.4,25.6,31.4,25.6 - 31.4,2021,Aug
Utah,2021-08-04,2021-08-16,29.2,26.1,32.3,26.1 - 32.3,2021,Aug
Vermont,2021-08-04,2021-08-16,25.3,19,32.4,19.0 - 32.4,2021,Aug
Virginia,2021-08-04,2021-08-16,25.2,21.3,29.4,21.3 - 29.4,2021,Aug
Washington,2021-08-04,2021-08-16,27.9,25,31,25.0 - 31.0,2021,Aug
West Virginia,2021-08-04,2021-08-16,31.6,26.6,37,26.6 - 37.0,2021,Aug
Wisconsin,2021-08-04,2021-08-16,23.7,20.1,27.6,20.1 - 27.6,2021,Aug
Wyoming,2021-08-04,2021-08-16,22.2,16.6,28.7,16.6 - 28.7,2021,Aug
Alabama,2021-08-04,2021-08-16,29.9,25.4,34.7,25.4 - 34.7,2021,Aug
Alaska,2021-08-04,2021-08-16,28.1,24,32.5,24.0 - 32.5,2021,Aug
Arizona,2021-08-04,2021-08-16,34.7,30.7,38.8,30.7 - 38.8,2021,Aug
Arkansas,2021-08-04,2021-08-16,35.1,29.3,41.3,29.3 - 41.3,2021,Aug
California,2021-08-04,2021-08-16,32.4,29.4,35.4,29.4 - 35.4,2021,Aug
Colorado,2021-08-04,2021-08-16,30.2,26.5,34.1,26.5 - 34.1,2021,Aug
Connecticut,2021-08-04,2021-08-16,24.9,21,29.2,21.0 - 29.2,2021,Aug
Delaware,2021-08-04,2021-08-16,32.1,25.9,38.8,25.9 - 38.8,2021,Aug
District of Columbia,2021-08-04,2021-08-16,29.7,24.1,35.7,24.1 - 35.7,2021,Aug
Florida,2021-08-04,2021-08-16,32.3,29.2,35.5,29.2 - 35.5,2021,Aug
Georgia,2021-08-04,2021-08-16,34.8,29.9,39.9,29.9 - 39.9,2021,Aug
Hawaii,2021-08-04,2021-08-16,30.5,24.2,37.4,24.2 - 37.4,2021,Aug
Idaho,2021-08-04,2021-08-16,31.9,26.4,37.9,26.4 - 37.9,2021,Aug
Illinois,2021-08-04,2021-08-16,28.1,24.2,32.3,24.2 - 32.3,2021,Aug
Indiana,2021-08-04,2021-08-16,28,24,32.3,24.0 - 32.3,2021,Aug
Iowa,2021-08-04,2021-08-16,27.1,22.8,31.8,22.8 - 31.8,2021,Aug
Kansas,2021-08-04,2021-08-16,28.2,24.1,32.5,24.1 - 32.5,2021,Aug
Kentucky,2021-08-04,2021-08-16,34.6,29.1,40.4,29.1 - 40.4,2021,Aug
Louisiana,2021-08-04,2021-08-16,38.4,33.5,43.6,33.5 - 43.6,2021,Aug
Maine,2021-08-04,2021-08-16,26.3,21.4,31.7,21.4 - 31.7,2021,Aug
Maryland,2021-08-04,2021-08-16,28,24.2,31.9,24.2 - 31.9,2021,Aug
Massachusetts,2021-08-04,2021-08-16,29.9,26.4,33.6,26.4 - 33.6,2021,Aug
Michigan,2021-08-04,2021-08-16,30.9,28,33.9,28.0 - 33.9,2021,Aug
Minnesota,2021-08-04,2021-08-16,26.4,23.3,29.8,23.3 - 29.8,2021,Aug
Mississippi,2021-08-04,2021-08-16,32.5,26.9,38.5,26.9 - 38.5,2021,Aug
Missouri,2021-08-04,2021-08-16,32,28.1,36.1,28.1 - 36.1,2021,Aug
Montana,2021-08-04,2021-08-16,32.1,27,37.5,27.0 - 37.5,2021,Aug
Nebraska,2021-08-04,2021-08-16,28.4,24.2,32.8,24.2 - 32.8,2021,Aug
Nevada,2021-08-04,2021-08-16,33.1,29.4,37,29.4 - 37.0,2021,Aug
New Hampshire,2021-08-04,2021-08-16,30,25.6,34.7,25.6 - 34.7,2021,Aug
New Jersey,2021-08-04,2021-08-16,25.6,21.7,29.8,21.7 - 29.8,2021,Aug
New Mexico,2021-08-04,2021-08-16,33.6,29.4,38,29.4 - 38.0,2021,Aug
New York,2021-08-04,2021-08-16,29.6,26,33.4,26.0 - 33.4,2021,Aug
North Carolina,2021-08-04,2021-08-16,29.3,24.5,34.5,24.5 - 34.5,2021,Aug
North Dakota,2021-08-04,2021-08-16,22.9,17.5,29.1,17.5 - 29.1,2021,Aug
Ohio,2021-08-04,2021-08-16,27.8,22.6,33.5,22.6 - 33.5,2021,Aug
Oklahoma,2021-08-04,2021-08-16,39.7,34.8,44.8,34.8 - 44.8,2021,Aug
Oregon,2021-08-04,2021-08-16,30.5,27.6,33.4,27.6 - 33.4,2021,Aug
Pennsylvania,2021-08-04,2021-08-16,30.8,27.6,34.1,27.6 - 34.1,2021,Aug
Rhode Island,2021-08-04,2021-08-16,31.4,25.2,38.1,25.2 - 38.1,2021,Aug
South Carolina,2021-08-04,2021-08-16,28.9,23.9,34.3,23.9 - 34.3,2021,Aug
South Dakota,2021-08-04,2021-08-16,21.2,16.6,26.4,16.6 - 26.4,2021,Aug
Tennessee,2021-08-04,2021-08-16,33.2,29.3,37.3,29.3 - 37.3,2021,Aug
Texas,2021-08-04,2021-08-16,31.9,29,34.9,29.0 - 34.9,2021,Aug
Utah,2021-08-04,2021-08-16,33,29.9,36.3,29.9 - 36.3,2021,Aug
Vermont,2021-08-04,2021-08-16,27.8,21.4,34.9,21.4 - 34.9,2021,Aug
Virginia,2021-08-04,2021-08-16,30.3,26.2,34.6,26.2 - 34.6,2021,Aug
Washington,2021-08-04,2021-08-16,31.1,28.1,34.2,28.1 - 34.2,2021,Aug
West Virginia,2021-08-04,2021-08-16,34,29,39.3,29.0 - 39.3,2021,Aug
Wisconsin,2021-08-04,2021-08-16,27.9,23.5,32.7,23.5 - 32.7,2021,Aug
Wyoming,2021-08-04,2021-08-16,25.4,19.4,32.2,19.4 - 32.2,2021,Aug
Alabama,2021-08-18,2021-08-30,28.4,23.9,33.4,23.9 - 33.4,2021,Aug
Alaska,2021-08-18,2021-08-30,25,21.2,29.2,21.2 - 29.2,2021,Aug
Arizona,2021-08-18,2021-08-30,25.5,21.4,29.8,21.4 - 29.8,2021,Aug
Arkansas,2021-08-18,2021-08-30,25.1,20.2,30.6,20.2 - 30.6,2021,Aug
California,2021-08-18,2021-08-30,22.9,20.3,25.7,20.3 - 25.7,2021,Aug
Colorado,2021-08-18,2021-08-30,19.5,16.3,23.1,16.3 - 23.1,2021,Aug
Connecticut,2021-08-18,2021-08-30,19.2,15.9,22.9,15.9 - 22.9,2021,Aug
Delaware,2021-08-18,2021-08-30,18.9,14.6,23.7,14.6 - 23.7,2021,Aug
District of Columbia,2021-08-18,2021-08-30,21.2,15.5,27.9,15.5 - 27.9,2021,Aug
Florida,2021-08-18,2021-08-30,23.9,20.6,27.5,20.6 - 27.5,2021,Aug
Georgia,2021-08-18,2021-08-30,23.5,19.7,27.6,19.7 - 27.6,2021,Aug
Hawaii,2021-08-18,2021-08-30,22.5,18,27.6,18.0 - 27.6,2021,Aug
Idaho,2021-08-18,2021-08-30,17.8,14.2,22,14.2 - 22.0,2021,Aug
Illinois,2021-08-18,2021-08-30,20.3,17,24,17.0 - 24.0,2021,Aug
Indiana,2021-08-18,2021-08-30,21.3,18.1,24.8,18.1 - 24.8,2021,Aug
Iowa,2021-08-18,2021-08-30,20.1,16.1,24.5,16.1 - 24.5,2021,Aug
Kansas,2021-08-18,2021-08-30,19.4,16.1,22.9,16.1 - 22.9,2021,Aug
Kentucky,2021-08-18,2021-08-30,23.1,19.2,27.5,19.2 - 27.5,2021,Aug
Louisiana,2021-08-18,2021-08-30,27.6,22.8,32.7,22.8 - 32.7,2021,Aug
Maine,2021-08-18,2021-08-30,20,15.9,24.7,15.9 - 24.7,2021,Aug
Maryland,2021-08-18,2021-08-30,21.4,17.5,25.7,17.5 - 25.7,2021,Aug
Massachusetts,2021-08-18,2021-08-30,20.9,17.5,24.7,17.5 - 24.7,2021,Aug
Michigan,2021-08-18,2021-08-30,21.1,18.3,24.2,18.3 - 24.2,2021,Aug
Minnesota,2021-08-18,2021-08-30,20.4,17,24.1,17.0 - 24.1,2021,Aug
Mississippi,2021-08-18,2021-08-30,24.1,18.9,30,18.9 - 30.0,2021,Aug
Missouri,2021-08-18,2021-08-30,22.5,19.6,25.7,19.6 - 25.7,2021,Aug
Montana,2021-08-18,2021-08-30,17.6,13.1,23,13.1 - 23.0,2021,Aug
Nebraska,2021-08-18,2021-08-30,19.2,14.9,24.1,14.9 - 24.1,2021,Aug
Nevada,2021-08-18,2021-08-30,27.2,22.6,32.1,22.6 - 32.1,2021,Aug
New Hampshire,2021-08-18,2021-08-30,17.2,13.4,21.7,13.4 - 21.7,2021,Aug
New Jersey,2021-08-18,2021-08-30,17.9,14.2,22.1,14.2 - 22.1,2021,Aug
New Mexico,2021-08-18,2021-08-30,20.7,16.6,25.3,16.6 - 25.3,2021,Aug
New York,2021-08-18,2021-08-30,19.1,15.6,23,15.6 - 23.0,2021,Aug
North Carolina,2021-08-18,2021-08-30,26.2,21.6,31.3,21.6 - 31.3,2021,Aug
North Dakota,2021-08-18,2021-08-30,25.3,19.1,32.3,19.1 - 32.3,2021,Aug
Ohio,2021-08-18,2021-08-30,27.4,23.3,31.9,23.3 - 31.9,2021,Aug
Oklahoma,2021-08-18,2021-08-30,26.2,21.3,31.7,21.3 - 31.7,2021,Aug
Oregon,2021-08-18,2021-08-30,24.2,21.4,27.2,21.4 - 27.2,2021,Aug
Pennsylvania,2021-08-18,2021-08-30,25.1,21.5,28.9,21.5 - 28.9,2021,Aug
Rhode Island,2021-08-18,2021-08-30,19.5,14.9,24.8,14.9 - 24.8,2021,Aug
South Carolina,2021-08-18,2021-08-30,26.2,21.7,31,21.7 - 31.0,2021,Aug
South Dakota,2021-08-18,2021-08-30,18.3,13.9,23.6,13.9 - 23.6,2021,Aug
Tennessee,2021-08-18,2021-08-30,28.3,24.7,32.1,24.7 - 32.1,2021,Aug
Texas,2021-08-18,2021-08-30,22.5,20,25.2,20.0 - 25.2,2021,Aug
Utah,2021-08-18,2021-08-30,24.2,20.7,28,20.7 - 28.0,2021,Aug
Vermont,2021-08-18,2021-08-30,16.8,11.7,22.9,11.7 - 22.9,2021,Aug
Virginia,2021-08-18,2021-08-30,16.8,13.8,20.2,13.8 - 20.2,2021,Aug
Washington,2021-08-18,2021-08-30,23.7,20.8,26.7,20.8 - 26.7,2021,Aug
West Virginia,2021-08-18,2021-08-30,24.4,19.9,29.5,19.9 - 29.5,2021,Aug
Wisconsin,2021-08-18,2021-08-30,15.6,12.4,19.3,12.4 - 19.3,2021,Aug
Wyoming,2021-08-18,2021-08-30,23.6,18.7,29.1,18.7 - 29.1,2021,Aug
Alabama,2021-08-18,2021-08-30,34.5,30.1,39.1,30.1 - 39.1,2021,Aug
Alaska,2021-08-18,2021-08-30,27.9,23.8,32.2,23.8 - 32.2,2021,Aug
Arizona,2021-08-18,2021-08-30,30.4,26.2,34.7,26.2 - 34.7,2021,Aug
Arkansas,2021-08-18,2021-08-30,32.2,26.6,38.1,26.6 - 38.1,2021,Aug
California,2021-08-18,2021-08-30,26.2,23.3,29.3,23.3 - 29.3,2021,Aug
Colorado,2021-08-18,2021-08-30,27.9,24.4,31.6,24.4 - 31.6,2021,Aug
Connecticut,2021-08-18,2021-08-30,24,20.5,27.8,20.5 - 27.8,2021,Aug
Delaware,2021-08-18,2021-08-30,30,23.8,36.7,23.8 - 36.7,2021,Aug
District of Columbia,2021-08-18,2021-08-30,30,23.1,37.5,23.1 - 37.5,2021,Aug
Florida,2021-08-18,2021-08-30,27.5,24.3,30.9,24.3 - 30.9,2021,Aug
Georgia,2021-08-18,2021-08-30,30.3,25.9,34.9,25.9 - 34.9,2021,Aug
Hawaii,2021-08-18,2021-08-30,26.5,22,31.4,22.0 - 31.4,2021,Aug
Idaho,2021-08-18,2021-08-30,25.7,21.5,30.2,21.5 - 30.2,2021,Aug
Illinois,2021-08-18,2021-08-30,24.8,21.5,28.4,21.5 - 28.4,2021,Aug
Indiana,2021-08-18,2021-08-30,27.2,23.2,31.4,23.2 - 31.4,2021,Aug
Iowa,2021-08-18,2021-08-30,24.2,20.4,28.4,20.4 - 28.4,2021,Aug
Kansas,2021-08-18,2021-08-30,25.8,22,29.9,22.0 - 29.9,2021,Aug
Kentucky,2021-08-18,2021-08-30,31.5,26.3,37,26.3 - 37.0,2021,Aug
Louisiana,2021-08-18,2021-08-30,36.2,30.6,42.1,30.6 - 42.1,2021,Aug
Maine,2021-08-18,2021-08-30,28.8,23.8,34.2,23.8 - 34.2,2021,Aug
Maryland,2021-08-18,2021-08-30,28,24.4,31.9,24.4 - 31.9,2021,Aug
Massachusetts,2021-08-18,2021-08-30,28.2,24.5,32.2,24.5 - 32.2,2021,Aug
Michigan,2021-08-18,2021-08-30,27.2,24,30.5,24.0 - 30.5,2021,Aug
Minnesota,2021-08-18,2021-08-30,24.8,21.7,28,21.7 - 28.0,2021,Aug
Mississippi,2021-08-18,2021-08-30,27.1,22.1,32.6,22.1 - 32.6,2021,Aug
Missouri,2021-08-18,2021-08-30,27.1,24.2,30.1,24.2 - 30.1,2021,Aug
Montana,2021-08-18,2021-08-30,23.9,19.1,29.3,19.1 - 29.3,2021,Aug
Nebraska,2021-08-18,2021-08-30,24.8,20.4,29.6,20.4 - 29.6,2021,Aug
Nevada,2021-08-18,2021-08-30,32.3,28.4,36.4,28.4 - 36.4,2021,Aug
New Hampshire,2021-08-18,2021-08-30,21.6,16.8,27,16.8 - 27.0,2021,Aug
New Jersey,2021-08-18,2021-08-30,27.1,23.1,31.4,23.1 - 31.4,2021,Aug
New Mexico,2021-08-18,2021-08-30,27.1,23,31.4,23.0 - 31.4,2021,Aug
New York,2021-08-18,2021-08-30,23.6,20.5,26.8,20.5 - 26.8,2021,Aug
North Carolina,2021-08-18,2021-08-30,30.1,25.7,34.9,25.7 - 34.9,2021,Aug
North Dakota,2021-08-18,2021-08-30,25.5,19.3,32.5,19.3 - 32.5,2021,Aug
Ohio,2021-08-18,2021-08-30,27.9,23.4,32.7,23.4 - 32.7,2021,Aug
Oklahoma,2021-08-18,2021-08-30,31.8,27.2,36.7,27.2 - 36.7,2021,Aug
Oregon,2021-08-18,2021-08-30,31.8,28.8,34.9,28.8 - 34.9,2021,Aug
Pennsylvania,2021-08-18,2021-08-30,31.4,27.1,36,27.1 - 36.0,2021,Aug
Rhode Island,2021-08-18,2021-08-30,25.6,20.1,31.7,20.1 - 31.7,2021,Aug
South Carolina,2021-08-18,2021-08-30,25.4,20.7,30.5,20.7 - 30.5,2021,Aug
South Dakota,2021-08-18,2021-08-30,25.2,20.4,30.5,20.4 - 30.5,2021,Aug
Tennessee,2021-08-18,2021-08-30,35.2,31.3,39.3,31.3 - 39.3,2021,Aug
Texas,2021-08-18,2021-08-30,28.3,25.4,31.4,25.4 - 31.4,2021,Aug
Utah,2021-08-18,2021-08-30,29.7,26.3,33.2,26.3 - 33.2,2021,Aug
Vermont,2021-08-18,2021-08-30,25.8,20.8,31.4,20.8 - 31.4,2021,Aug
Virginia,2021-08-18,2021-08-30,24.8,21.3,28.5,21.3 - 28.5,2021,Aug
Washington,2021-08-18,2021-08-30,29.4,26.2,32.8,26.2 - 32.8,2021,Aug
West Virginia,2021-08-18,2021-08-30,29.6,24.3,35.3,24.3 - 35.3,2021,Aug
Wisconsin,2021-08-18,2021-08-30,22.5,19.2,26.1,19.2 - 26.1,2021,Aug
Wyoming,2021-08-18,2021-08-30,28,23.1,33.4,23.1 - 33.4,2021,Aug
Alabama,2021-08-18,2021-08-30,38.5,34.1,43,34.1 - 43.0,2021,Aug
Alaska,2021-08-18,2021-08-30,33.5,29.3,38,29.3 - 38.0,2021,Aug
Arizona,2021-08-18,2021-08-30,35.8,31.3,40.4,31.3 - 40.4,2021,Aug
Arkansas,2021-08-18,2021-08-30,36.2,30.4,42.3,30.4 - 42.3,2021,Aug
California,2021-08-18,2021-08-30,31.5,28.5,34.6,28.5 - 34.6,2021,Aug
Colorado,2021-08-18,2021-08-30,29.7,26.2,33.3,26.2 - 33.3,2021,Aug
Connecticut,2021-08-18,2021-08-30,27.9,24.3,31.7,24.3 - 31.7,2021,Aug
Delaware,2021-08-18,2021-08-30,32.4,26.5,38.8,26.5 - 38.8,2021,Aug
District of Columbia,2021-08-18,2021-08-30,33,25.9,40.7,25.9 - 40.7,2021,Aug
Florida,2021-08-18,2021-08-30,31.4,27.9,35.2,27.9 - 35.2,2021,Aug
Georgia,2021-08-18,2021-08-30,34.5,29.8,39.3,29.8 - 39.3,2021,Aug
Hawaii,2021-08-18,2021-08-30,31.8,27.3,36.6,27.3 - 36.6,2021,Aug
Idaho,2021-08-18,2021-08-30,27.9,23.8,32.3,23.8 - 32.3,2021,Aug
Illinois,2021-08-18,2021-08-30,28.6,25.1,32.3,25.1 - 32.3,2021,Aug
Indiana,2021-08-18,2021-08-30,31.3,26.9,36,26.9 - 36.0,2021,Aug
Iowa,2021-08-18,2021-08-30,28.5,24.2,33,24.2 - 33.0,2021,Aug
Kansas,2021-08-18,2021-08-30,29.4,25.6,33.4,25.6 - 33.4,2021,Aug
Kentucky,2021-08-18,2021-08-30,33.8,28.7,39.2,28.7 - 39.2,2021,Aug
Louisiana,2021-08-18,2021-08-30,39.3,33.4,45.4,33.4 - 45.4,2021,Aug
Maine,2021-08-18,2021-08-30,31,26.1,36.3,26.1 - 36.3,2021,Aug
Maryland,2021-08-18,2021-08-30,31.4,27.5,35.5,27.5 - 35.5,2021,Aug
Massachusetts,2021-08-18,2021-08-30,32,28.1,36.1,28.1 - 36.1,2021,Aug
Michigan,2021-08-18,2021-08-30,30.3,27.2,33.5,27.2 - 33.5,2021,Aug
Minnesota,2021-08-18,2021-08-30,30.4,27.2,33.7,27.2 - 33.7,2021,Aug
Mississippi,2021-08-18,2021-08-30,33.3,27.6,39.4,27.6 - 39.4,2021,Aug
Missouri,2021-08-18,2021-08-30,30.6,27.5,33.8,27.5 - 33.8,2021,Aug
Montana,2021-08-18,2021-08-30,26.3,21.3,31.9,21.3 - 31.9,2021,Aug
Nebraska,2021-08-18,2021-08-30,27.9,23.2,33,23.2 - 33.0,2021,Aug
Nevada,2021-08-18,2021-08-30,36.4,32.2,40.7,32.2 - 40.7,2021,Aug
New Hampshire,2021-08-18,2021-08-30,23.9,19.1,29.2,19.1 - 29.2,2021,Aug
New Jersey,2021-08-18,2021-08-30,30.6,26.1,35.5,26.1 - 35.5,2021,Aug
New Mexico,2021-08-18,2021-08-30,30.3,26,35,26.0 - 35.0,2021,Aug
New York,2021-08-18,2021-08-30,28.6,25,32.4,25.0 - 32.4,2021,Aug
North Carolina,2021-08-18,2021-08-30,34,29.2,39.1,29.2 - 39.1,2021,Aug
North Dakota,2021-08-18,2021-08-30,29.8,23.4,36.8,23.4 - 36.8,2021,Aug
Ohio,2021-08-18,2021-08-30,34.5,29.9,39.3,29.9 - 39.3,2021,Aug
Oklahoma,2021-08-18,2021-08-30,38.1,33.3,43.1,33.3 - 43.1,2021,Aug
Oregon,2021-08-18,2021-08-30,35.3,32.5,38.1,32.5 - 38.1,2021,Aug
Pennsylvania,2021-08-18,2021-08-30,35.5,31.5,39.7,31.5 - 39.7,2021,Aug
Rhode Island,2021-08-18,2021-08-30,29.3,23.5,35.6,23.5 - 35.6,2021,Aug
South Carolina,2021-08-18,2021-08-30,32.7,27.8,37.8,27.8 - 37.8,2021,Aug
South Dakota,2021-08-18,2021-08-30,31.1,25.4,37.2,25.4 - 37.2,2021,Aug
Tennessee,2021-08-18,2021-08-30,41.7,37.6,45.8,37.6 - 45.8,2021,Aug
Texas,2021-08-18,2021-08-30,32.6,29.6,35.8,29.6 - 35.8,2021,Aug
Utah,2021-08-18,2021-08-30,33.7,30.1,37.4,30.1 - 37.4,2021,Aug
Vermont,2021-08-18,2021-08-30,29.3,23.6,35.4,23.6 - 35.4,2021,Aug
Virginia,2021-08-18,2021-08-30,28,24.3,32,24.3 - 32.0,2021,Aug
Washington,2021-08-18,2021-08-30,33.7,30.4,37.1,30.4 - 37.1,2021,Aug
West Virginia,2021-08-18,2021-08-30,34.2,28.6,40.2,28.6 - 40.2,2021,Aug
Wisconsin,2021-08-18,2021-08-30,25.1,21.4,29.1,21.4 - 29.1,2021,Aug
Wyoming,2021-08-18,2021-08-30,31.7,25.9,38,25.9 - 38.0,2021,Aug
Alabama,2021-09-01,2021-09-13,24.4,19.9,29.3,19.9 - 29.3,2021,Sep
Alaska,2021-09-01,2021-09-13,23.9,19.8,28.4,19.8 - 28.4,2021,Sep
Arizona,2021-09-01,2021-09-13,20.4,17.4,23.8,17.4 - 23.8,2021,Sep
Arkansas,2021-09-01,2021-09-13,23.6,19.7,27.8,19.7 - 27.8,2021,Sep
California,2021-09-01,2021-09-13,23.9,21.2,26.7,21.2 - 26.7,2021,Sep
Colorado,2021-09-01,2021-09-13,19.5,16.2,23.2,16.2 - 23.2,2021,Sep
Connecticut,2021-09-01,2021-09-13,18.7,15.1,22.7,15.1 - 22.7,2021,Sep
Delaware,2021-09-01,2021-09-13,20.2,15.8,25.2,15.8 - 25.2,2021,Sep
District of Columbia,2021-09-01,2021-09-13,23.6,17.1,31.2,17.1 - 31.2,2021,Sep
Florida,2021-09-01,2021-09-13,24.6,21.4,28,21.4 - 28.0,2021,Sep
